District,HospitalName,Area,Only_Hosp_Name,
Chengalpattu,"CHO - Hindu Mission Hospital, Tambaram",Tambaram,"Hindu Mission Hospital, Tambaram",
Chengalpattu,CCC - Idaikazhinadu UPHC,Edaikazhinadu,Idaikazhinadu UPHC,
Chengalpattu,ICCC - Idaikazhinadu UPHC,Edaikazhinadu,Idaikazhinadu UPHC,
Chengalpattu," CHC - Jawahar Hospital, Kadapperi",Tambaram,"Jawahar Hospital, Kadapperi",
Chengalpattu,"CHC - Jawahar Hospital, Kadapperi",Tambaram,"Jawahar Hospital, Kadapperi",
Chengalpattu,CHC - Jeevan Samyuktha Hospital,Thirutheri R.F.,Jeevan Samyuktha Hospital,
Chengalpattu,CHC - Karpaga Vinayaga Institute Of Medical Sciences & Research Center,Kolambakkam,Karpaga Vinayaga Institute Of Medical Sciences & Research Center,
Chengalpattu,"CHC - Kasthuri Hospital, West Tambaram",Tambaram,"Kasthuri Hospital, West Tambaram",
Chengalpattu,CHC - KATHIR MEMORIAL HOSPITAL PRIVATE LIMITED,Agaramthen,KATHIR MEMORIAL HOSPITAL PRIVATE LIMITED,
Chengalpattu,ICCC - Kelambakkam,Kelambakkam,Kelambakkam,
Chengalpattu,"CHC - KMS Health Centre Pvt Ltd, Chromepet",Chengalpattu,"KMS Health Centre Pvt Ltd, Chromepet",
Chengalpattu,"CHC - KMS Health Centre Pvt Ltd, Chromepet",Chromepet,"KMS Health Centre Pvt Ltd, Chromepet",
Chengalpattu,"CHC - KMS Health Centre Pvt Ltd, Selaiyur",Selaiyur,"KMS Health Centre Pvt Ltd, Selaiyur",
Chengalpattu,"CHC - LAKSHMI NURSING HOME, PALLAVARAM",Pallavaram,"LAKSHMI NURSING HOME, PALLAVARAM",
Chengalpattu,CHC - Madhuranthagam GH,Maduranthakam,Madhuranthagam GH,
Chengalpattu,CHC - Mahabalipuram GH,Mahabalipuram,Mahabalipuram GH,
Chengalpattu," CHC - Maruthi Multispeciality Hospital, Madhuranthagam",Maduranthakam,"Maruthi Multispeciality Hospital, Madhuranthagam",
Chengalpattu,"CHC - Maruthi Multispeciality Hospital, Madhuranthagam",Maduranthakam,"Maruthi Multispeciality Hospital, Madhuranthagam",
Chengalpattu,ICCC - Medavakkam,Medavakkam,Medavakkam,
Chengalpattu,CHC - Melmaruvathur Adhiparasakthi Iinstitute of Medical Sciences and Research,Melmaruvathur,Melmaruvathur Adhiparasakthi Iinstitute of Medical Sciences and Research,
Chengalpattu, CCC - Nandhivaram,Guduvanchery,Nandhivaram,
Chengalpattu,ICCC - Nandhivaram,Guduvanchery,Nandhivaram,
Chengalpattu,CCC - National Institute of Siddha,Tambaram Sanatoruim,National Institute of Siddha,
Chengalpattu, CCC - NIS SIDDHA COVID CARE CENTRE at SDNB VAISHNAVA COLLEGE CHROMEPET,Tambaram Sanatoruim,NIS SIDDHA COVID CARE CENTRE at SDNB VAISHNAVA COLLEGE CHROMEPET,
Chengalpattu,CCC - NIS SIDDHA COVID CARE CENTRE at SDNB VAISHNAVA COLLEGE CHROMEPET,Tambaram Sanatoruim,NIS SIDDHA COVID CARE CENTRE at SDNB VAISHNAVA COLLEGE CHROMEPET,
Chengalpattu,"CHC - One Health Hospital, Vandalur",Peerakankaranai,"One Health Hospital, Vandalur",
Chengalpattu,"CHC - Parvathy Hospital, Chromepet",Chromepet,"Parvathy Hospital, Chromepet",
Chengalpattu,CCC - Pavunjur UGPHC,Palur,Pavunjur UGPHC,
Chengalpattu,ICCC - Pavunjur UGPHC,Palur,Pavunjur UGPHC,
Chengalpattu,"CHC - RKP HOSPITAL,NANMANGALAM",Nanmangalam,"RKP HOSPITAL,NANMANGALAM",
Chengalpattu,"CHC - RLT Hospital, Madambakkam",Sembakkam,"RLT Hospital, Madambakkam",
Chengalpattu,CCC - Sadras UGPHC,Kalpakkam,Sadras UGPHC,
Chengalpattu,ICCC - Sadras UGPHC,Kalpakkam,Sadras UGPHC,
Chengalpattu,"CHC - Sai Fertility Centre & Hospital, Vedhachalam Nagar",Chengalpattu,"Sai Fertility Centre & Hospital, Vedhachalam Nagar",
Chengalpattu," CHC - Santhi Hospital, Neelangarai",Neelankarai,"Santhi Hospital, Neelangarai",
Chengalpattu,"CHC - Santhi Hospital, Neelangarai",Neelankarai,"Santhi Hospital, Neelangarai",
Chengalpattu,CHC - SHADITHYA HEALTH CARE,Pammal,SHADITHYA HEALTH CARE,
Chengalpattu,"CHC - Shanthi Hospital,Rajakilpakkam",Sembakkam,"Shanthi Hospital,Rajakilpakkam",
Chengalpattu,CHC - Shri Isari Velan Mission Hospital,Thazhambur,Shri Isari Velan Mission Hospital,
Chengalpattu,"CHC - Shri Maruthi Multispeciality Hospital, Madhuranthagam",Maduranthakam,"Shri Maruthi Multispeciality Hospital, Madhuranthagam",
Chengalpattu,CHC - Sree Balaji Medical college and Hospital,Chromepet,Sree Balaji Medical college and Hospital,
Chengalpattu,"CHC - Sree Ranga Hospital, Chengalpattu",Chengalpattu,"Sree Ranga Hospital, Chengalpattu",
Chengalpattu,"CHC - Sree Renga Hospital, Chengalpattu",Chengalpattu,"Sree Renga Hospital, Chengalpattu",
Chengalpattu,CHO - Sri kumaran a Speciality Hospital West Tambaram,Tambaram,Sri kumaran a Speciality Hospital West Tambaram,
Chengalpattu,"CHC - Sri Sathya Sai Medical College and Research Institute, Ammapettai",Ammapettai,"Sri Sathya Sai Medical College and Research Institute, Ammapettai",
Chengalpattu,CCC - SRM,Kattankulathur,SRM,
Chengalpattu,"CHC - SRM Medical College Hospital & Research Centre, Kattankulathur",Kattankulathur,"SRM Medical College Hospital & Research Centre, Kattankulathur",
Chengalpattu,"CCC - SRM, Nandhivaram ICCC",Kattankulathur,"SRM, Nandhivaram ICCC",
Chengalpattu,"CHC - Sudar Hospital, West Tambaram",Tambaram,"Sudar Hospital, West Tambaram",
Chengalpattu,"CHO - Sudar Hospitals, Hasthinapuram",Tambaram,"Sudar Hospitals, Hasthinapuram",
Chengalpattu,"CHC - Sugam Hospital, Chromepet",Pallavaram,"Sugam Hospital, Chromepet",
Chengalpattu,CHC - SUPREME SPECIALITY HOSPITAL. PADUR,Padur,SUPREME SPECIALITY HOSPITAL. PADUR,
Chengalpattu,"CHC - Tagore Medical College and Hospital, Rathinamangalam",Rathinamangalam,"Tagore Medical College and Hospital, Rathinamangalam",
Chengalpattu,"CHO - Tambaram Medical Center, East Tambaram",Tambaram,"Tambaram Medical Center, East Tambaram",
Chengalpattu,CHC - TB Sanitorium,Kadaperi,TB Sanitorium,
Chengalpattu,"CHC - TCS Centre, Sirucherry",Siruseri,"TCS Centre, Sirucherry",
Chengalpattu, CCC - Thaiyur TNCWWB Dormitory,Thaiyur,Thaiyur TNCWWB Dormitory,
Chengalpattu,CCC - Thaiyur TNCWWB Dormitory,Thaiyur,Thaiyur TNCWWB Dormitory,
Chengalpattu,CHC - Thirukalukundram GH,Thirukalukundram,Thirukalukundram GH,
Chengalpattu,CHC - Thiruporur GH,Thiruporur,Thiruporur GH,
Chengalpattu,"CHO - Unittas Multi Speciality Hospital, Tambaram",Tambaram,"Unittas Multi Speciality Hospital, Tambaram",
Chengalpattu, CCC - Zamin Endathur,Zamin Endathur,Zamin Endathur,
Chengalpattu,ICCC - Zamin Endathur,Zamin Endathur,Zamin Endathur,
Chennai," CHC - A.K.Hospital, Aminjikarai",Aminjikarai,"A.K.Hospital, Aminjikarai",
Chennai,"CHC - A.K.Hospital, Aminjikarai",Aminjikarai,"A.K.Hospital, Aminjikarai",
Chennai,"CHO - A.K.N. Nursing Homes, Kilpauk",Kilpauk,"A.K.N. Nursing Homes, Kilpauk",
Chennai,"CHO - A.N.N Hospital, Valasaravakkam*",Valasaravakkam,"A.N.N Hospital, Valasaravakkam*",
Chennai,"CHC - AAkash Fertility Centre & Hospital , No.10.100 Feet Road, Vadapalani,Chennai-26",Vadapalani,"AAkash Fertility Centre & Hospital , No.10.100 Feet Road, Vadapalani,Chennai-26",
Chennai,"CHO - Aakash Fertility Centre and Hospital, Vadapalani",Vadapalani,"Aakash Fertility Centre and Hospital, Vadapalani",
Chennai,"CHC - Aakash Hospital, Thiruvottiyur",Thiruvottiyur,"Aakash Hospital, Thiruvottiyur",
Chennai," CHC - Aashara Hospital, Anna Nagar*",Anna Nagar,"Aashara Hospital, Anna Nagar*",
Chennai,"CHC - Aashara Hospital, Anna Nagar*",Anna Nagar,"Aashara Hospital, Anna Nagar*",
Chennai," CHC - Achaya Hospital, Adambakkam",Adambakkam,"Achaya Hospital, Adambakkam",
Chennai,"CHC - Achaya Hospital, Adambakkam",Adambakkam,"Achaya Hospital, Adambakkam",
Chennai,"CHC - Aditya Kamaraja Hospital Pvt Ltd,Virugambakkam",Virugambakkam,"Aditya Kamaraja Hospital Pvt Ltd,Virugambakkam",
Chennai,"CHO - Amma Hospital, Sowrastra Nagar",Sowrastra Nagar,"Amma Hospital, Sowrastra Nagar",
Chennai,"CHC - Amrit Medical Centre,Purasawakkam",Purasaiwakkam,"Amrit Medical Centre,Purasawakkam",
Chennai,CHC - Anand Hospital,Manali,Anand Hospital,
Chennai,"CHC - Anbu Hospital, Velachery*",Velachery,"Anbu Hospital, Velachery*",
Chennai,"CHC - Anjakha Hospital, Madipakkam",Madipakkam,"Anjakha Hospital, Madipakkam",
Chennai,CCC - Anna Nagar ccc,Anna Nagar,Anna Nagar ccc,
Chennai,CHC - Anna Nagar Peripheral Hospital,Anna Nagar,Anna Nagar Peripheral Hospital,
Chennai,CCC - Anna  University - RGGGH (ZONE 13)( Police Department Staff),Kotturpuram,Anna University - RGGGH (ZONE 13)( Police Department Staff),
Chennai,CCC - Anna University (Police Block - RGGGH),Kotturpuram,Anna University (Police Block - RGGGH),
Chennai,"CHC - Annai Multispeciality Hospital, Virugambakkam",Virugambakkam,"Annai Multispeciality Hospital, Virugambakkam",
Chennai,CCC - Antarmana Care  Nungambakkam.,Nungambakkam,Antarmana Care Nungambakkam.,
Chennai, CHC - Apollo Children's  Hospitals (Age Less Than 16 Yrs),Thousand Lights,Apollo Children's Hospitals (Age Less Than 16 Yrs),
Chennai,CHC - Apollo Children's  Hospitals (Age Less Than 16 Yrs),Thousand Lights,Apollo Children's Hospitals (Age Less Than 16 Yrs),
Chennai,"CHC - Apollo Hospital, OMR, Perungudi",Perungudi,"Apollo Hospital, OMR, Perungudi",
Chennai,"CHO - Apollo Hospitals, Greams Road",Thousand Lights,"Apollo Hospitals, Greams Road",
Chennai,"CHC - Appasamy Hospitals, Arumbakkam",Arumbakkam,"Appasamy Hospitals, Arumbakkam",
Chennai,"CHC - ARC International Fertility & Research Centre Pvt. Ltd., Perambur",Perambur,"ARC International Fertility & Research Centre Pvt. Ltd., Perambur",
Chennai,"CHC - ARK Hospital, Velachery*",Velachery,"ARK Hospital, Velachery*",
Chennai,"CHO - Arokya Hospital, West K.K Nagar",Nesapakkam,"Arokya Hospital, West K.K Nagar",
Chennai,"CHC - Arul Children's Hospital, 179, SRP Colony Main Road, Periyar Nagar",Perambur,"Arul Children's Hospital, 179, SRP Colony Main Road, Periyar Nagar",
Chennai,"CHC - Arun Vijaya Hospitals, KK Nagar",K. K. Nagar,"Arun Vijaya Hospitals, KK Nagar",
Chennai,"CHC - Astra Ortho N Spine Care Hospital, Velachery",Velachery,"Astra Ortho N Spine Care Hospital, Velachery",
Chennai,"CHC - AVS Cardiac Centre,Triplicane",Triplicane,"AVS Cardiac Centre,Triplicane",
Chennai,CHO - Aysha Hospital,Kilpauk,Aysha Hospital,
Chennai,"CHC - B.M Hospital,Nanganallur",Nanganallur,"B.M Hospital,Nanganallur",
Chennai, CHO - B.R.S Hospital,Nungambakkam,B.R.S Hospital,
Chennai,CHO - B.R.S Hospital,Nungambakkam,B.R.S Hospital,
Chennai,"CCC - Babuji Memorial Ashram, Manappakkam",Manapakkam,"Babuji Memorial Ashram, Manappakkam",
Chennai," CHC - Balaji Hospital, Otteri",Purasaiwakkam,"Balaji Hospital, Otteri",
Chennai,"CHC - Balaji Hospital, Otteri",Purasaiwakkam,"Balaji Hospital, Otteri",
Chennai,CHC - Be Well Hospital Anna nagar,Anna Nagar West,Be Well Hospital Anna nagar,
Chennai,"CHC - Be Well Hospital, T.Nagar",T. Nagar,"Be Well Hospital, T.Nagar",
Chennai,"CHC - Be Well Hospitals, Ambattur",Ambattur,"Be Well Hospitals, Ambattur",
Chennai,"CHC - Be Well Hospitals, Ambattur",Ambattur,"Be Well Hospitals, Ambattur",
Chennai,"CHC - Bharathi Rajaa Hospital, T.Nagar",T. Nagar,"Bharathi Rajaa Hospital, T.Nagar",
Chennai,CCC - Bharathi Womens College - SMC (ZONE 5),George Town,Bharathi Womens College - SMC (ZONE 5),
Chennai,"CHC - Billroth Hospitals, Shenoy Nagar",Shenoy Nagar,"Billroth Hospitals, Shenoy Nagar",
Chennai," CHO - Biotin Covid Care Centre, Pallavaram",Pallavaram,"Biotin Covid Care Centre, Pallavaram",
Chennai,CHC - Bloom Health Care Hospital,Velachery,Bloom Health Care Hospital,
Chennai,"CCC - BM Covid Care Centre, BM Plastic Surgery Clinic",Mylapore,"BM Covid Care Centre, BM Plastic Surgery Clinic",
Chennai,"CHO - C & C Woman’s Hospital, Ayanavaram*",Ayanavaram,"C & C Woman’s Hospital, Ayanavaram*",
Chennai,"CHC - C.S.I Rainy Multi Speciality Hospital, Tondiarpet",Washermanpet,"C.S.I Rainy Multi Speciality Hospital, Tondiarpet",
Chennai,"CHC - C&C Woman’s Hospital, Care and Cure Speciality Hospital, Kilpauk",Kilpauk,"C&C Woman’s Hospital, Care and Cure Speciality Hospital, Kilpauk",
Chennai,CHC - CDH Tondiarpet,Tondiarpet,CDH Tondiarpet,
Chennai,"CHO - Chennai Meenakshi Multispeciality Hospital, Mylapore*",Mylapore,"Chennai Meenakshi Multispeciality Hospital, Mylapore*",
Chennai,"CHC - Chennai National Hospital, George Town",George Town,"Chennai National Hospital, George Town",
Chennai,"CHC - Chennai National Hospital,Ernavoor*",Ernavoor,"Chennai National Hospital,Ernavoor*",
Chennai,CHC - Chennai NationalHospital (Nichani-Royapuram),George Town,Chennai NationalHospital (Nichani-Royapuram),
Chennai,"CHC - Chennai Orthopedic Centre, Valasaravakkam",Valasaravakkam,"Chennai Orthopedic Centre, Valasaravakkam",
Chennai, CCC - Chennai trade centre CCC With O2 facility ( Step down facility for RGGH and GOMCH patients only) ,Nandambakkam,Chennai trade centre CCC With O2 facility ( Step down facility for RGGH and GOMCH patients only),
Chennai,CCC - Chennai trade centre CCC With O2 facility ( Step down facility for RGGH and GOMCH patients only) ,Nandambakkam,Chennai trade centre CCC With O2 facility ( Step down facility for RGGH and GOMCH patients only),
Chennai,"CHC - Chennai Urology and Robotics Institute Hospital, Thoraipakkam",Thoraipakkam,"Chennai Urology and Robotics Institute Hospital, Thoraipakkam",
Chennai,"CHC - City Tower Hospital,Anna Nagar",Anna Nagar,"City Tower Hospital,Anna Nagar",
Chennai,"CHC - City Tower Hospital,Anna Nagar",Anna Nagar,"City Tower Hospital,Anna Nagar",
Chennai," CHC - CM Hospital, Nanganallur",Nanganallur,"CM Hospital, Nanganallur",
Chennai,CHC - CSI Kalyani General Hospital,Mylapore,CSI Kalyani General Hospital,
Chennai, CCC - Don Bosco school ,Egmore,Don Bosco school,
Chennai,"CCC - Dr Ambedkar Arts college,/Siddha centre",Vyarsarpadi,"Dr Ambedkar Arts college,/Siddha centre",
Chennai,CHC - DR R MURALI,Unknown,DR R MURALI,
Chennai,"CHO - Dr. A. Ramachandran's Diabetes Hospitals, Egmore",Egmore,"Dr. A. Ramachandran's Diabetes Hospitals, Egmore",
Chennai,CHC - Dr.Kamakshi Memorial Hospital,Adyar,Dr.Kamakshi Memorial Hospital,
Chennai,"CHC - Dr.Mehta's Hospital, Chetpet",Chetpet,"Dr.Mehta's Hospital, Chetpet",
Chennai,"CCC - Dr.Shahs Clinic,T.Nagar",T. Nagar,"Dr.Shahs Clinic,T.Nagar",
Chennai,CHC -  Dr.V.Balaji Dr.V.Seshiah Diabetes care and Research Institute,Aminjikarai,Dr.V.Balaji Dr.V.Seshiah Diabetes care and Research Institute,
Chennai,"CHC - DRJ Hospitals(P) Ltd,Kolathur*",Kolathur,"DRJ Hospitals(P) Ltd,Kolathur*",
Chennai,"CHC - Esha Hospital,Old Washermenpet",Tondiarpet,"Esha Hospital,Old Washermenpet",
Chennai,CHC - ESI AYANAVARAM,Ayanavaram,ESI AYANAVARAM,
Chennai,"CHC - ESIC HOSPITAL,  K.K.NAGAR, CHENNAI",K. K. Nagar,"ESIC HOSPITAL, K.K.NAGAR, CHENNAI",
Chennai,"CHC - Eswar Medical Foundation, Kolathur",Kolathur,"Eswar Medical Foundation, Kolathur",
Chennai,"CHC - Ezhil Hospital, Tondiarpet",Tondiarpet,"Ezhil Hospital, Tondiarpet",
Chennai,"CHO - F.O.R. Ortho & Neuro Hospital, Kolathur",Kolathur,"F.O.R. Ortho & Neuro Hospital, Kolathur",
Chennai,CHC - Faith Multispecialty Hospital,Villivakkam,Faith Multispecialty Hospital,
Chennai,"CHC - Fertility Foundation (a unit of SISU HOSPITAL INDIA LTD), ",Ashok Nagar,"Fertility Foundation (a unit of SISU HOSPITAL INDIA LTD),",
Chennai," CHC - First Choice Health Center, Chrompet",Chromepet,"First Choice Health Center, Chrompet",
Chennai,"CHC - First Choice Health Center, Chrompet",Chromepet,"First Choice Health Center, Chrompet",
Chennai,CHO - FLAMINGO HEALTHCARE CENTRE,Ambattur,FLAMINGO HEALTHCARE CENTRE,
Chennai,"CHC - Fortis Healthcare Ltd, Vadapalani",Vadapalani,"Fortis Healthcare Ltd, Vadapalani",
Chennai,CHC - Fortis Malar Hospital,Adyar,Fortis Malar Hospital,
Chennai,CHC - Frontier Lifeline Hospital,Mogappair,Frontier Lifeline Hospital,
Chennai," CHC - G.R Hospital,Adambakkam",Adambakkam,"G.R Hospital,Adambakkam",
Chennai,"CHC - G.R Hospital,Adambakkam",Adambakkam,"G.R Hospital,Adambakkam",
Chennai,"CHO - GBR Fertility Centre and Hospitals, Mugappair West",Mogappair,"GBR Fertility Centre and Hospitals, Mugappair West",
Chennai," CHO - Gem Hospital, Perungudi",Perungudi,"Gem Hospital, Perungudi",
Chennai,"CHO - Gem Hospital, Perungudi",Perungudi,"Gem Hospital, Perungudi",
Chennai,"CHC - GeriCare, T Nagar",T. Nagar,"GeriCare, T Nagar",
Chennai," CHC - GG Hospital,Nungambakkam",Nungambakkam,"GG Hospital,Nungambakkam",
Chennai,"CHC - GG Hospital,Nungambakkam",Nungambakkam,"GG Hospital,Nungambakkam",
Chennai,CCC - Girishwari Covid Care Centre (Pine Tree Signature Hotel),Guindy,Girishwari Covid Care Centre (Pine Tree Signature Hotel),
Chennai,"CHC - Girishwari Hospital, Alwarpet",Alwarpet,"Girishwari Hospital, Alwarpet",
Chennai,"CHC - GKM Hospital (P) Ltd, Purasawalkam",Purasaiwakkam,"GKM Hospital (P) Ltd, Purasawalkam",
Chennai,"CHC - GOVERNMENT PERIPHERAL HOSPITAL, PERIYAR NAGAR - COVID HEALTH CENTRE",Perambur,"GOVERNMENT PERIPHERAL HOSPITAL, PERIYAR NAGAR - COVID HEALTH CENTRE",
Chennai,CHC - Govt Royapettah Hospital (GRH),Royapettah,Govt Royapettah Hospital (GRH),
Chennai,CHO - Govt.Corona Hospital Guindy,Guindy,Govt.Corona Hospital Guindy,
Chennai,CCC - Grand Residency,Velachery,Grand Residency,
Chennai,CHC - GUNASEKARAN HOSPITALS PVT LTD  T.NAGAR,T. Nagar,GUNASEKARAN HOSPITALS PVT LTD T.NAGAR,
Chennai,CCC - Gurunanak  School - KMC (ZONE 13),Velachery,Gurunanak  School - KMC (ZONE 13),
Chennai,CCC - Gurunank College,Velachery,Gurunank College,
Chennai,CHC - HEALTREE MULTISPECIALITY CENTRE AND HOSPITAL,Neelankarai,HEALTREE MULTISPECIALITY CENTRE AND HOSPITAL,
Chennai,"CHC - Helios Hospitals Pvt, Ltd, No.39, 7th Cross St, Velachery",Velachery,"Helios Hospitals Pvt, Ltd, No.39, 7th Cross St, Velachery",
Chennai,CCC - Hotel Greens,Tondiarpet,Hotel Greens,
Chennai,CCC - Hotel Jemini Inn Pvt. Ltd.,Unknown,Hotel Jemini Inn Pvt. Ltd.,
Chennai,CCC - Hotel Paramount Inn,Sriperumbudur,Hotel Paramount Inn,
Chennai,CCC - Hotel Southern Crest,T. Nagar,Hotel Southern Crest,
Chennai,"CHC - Hycare Super Speciality Hospital, Arumbakkam",Arumbakkam,"Hycare Super Speciality Hospital, Arumbakkam",
Chennai,CCC - IBIS Hotel,Sholinganallur,IBIS Hotel,
Chennai,"CCC - IIT,Madras - RGGGH (ZONE 13)",Guindy,"IIT,Madras - RGGGH (ZONE 13)",
Chennai,CCC - Inpam's City Royal Hospital,Valasaravakkam,Inpam's City Royal Hospital,
Chennai,CHC - Institute of Child Health and Hospital for Children (ONLY FOR CHILDREN),Egmore,Institute of Child Health and Hospital for Children (ONLY FOR CHILDREN),
Chennai,CHC - IOG (OG block ONLY for Pregnant Women),Egmore,IOG (OG block ONLY for Pregnant Women),
Chennai,CHC - IOG 2- RGGGH,Egmore,IOG 2- RGGGH,
Chennai,CHC - IOG 3-OMC,Egmore,IOG 3-OMC,
Chennai,"CHC - Iswarya Women's Hospital and Fertility Centre, Adyar",Adyar,"Iswarya Women's Hospital and Fertility Centre, Adyar",
Chennai,"CHC - Iswarya Women's Hospital and Fertility Centre, Ambattur",Ambattur,"Iswarya Women's Hospital and Fertility Centre, Ambattur",
Chennai,"CHC - Iswarya Women's Hospital and Fertility Centre, Kilpauk",Kilpauk,"Iswarya Women's Hospital and Fertility Centre, Kilpauk",
